timestamp,ax,ay,az,gx,gy,gz
1710000000.36,-0.0057,-0.0151,9.7998,0.00363,-0.01676,0.00508
1710000000.37,-0.042,0.0272,9.8723,0.00307,0.00198,-0.00295
1710000000.38,-0.0412,-0.0404,9.7083,-0.01269,-0.0075,-0.00118
1710000000.39,0.0325,0.0379,9.8228,0.00871,-0.00169,0.00225
1710000000.4,0.0372,0.1067,9.7818,-0.01334,0.00516,0.00414
1710000000.41,0.0272,-0.0031,9.8386,-0.0054,0.01376,0.01646
1710000000.42,-0.0333,-0.0672,9.8259,0.00226,-0.00275,0.00513
1710000000.43,0.0116,-0.0672,9.8283,0.00065,0.00351,0.00433
1710000000.44,0.0058,0.0388,9.7571,-0.01563,0.002,-0.00199
1710000000.45,0.0109,-0.003,9.8072,0.00445,-0.01775,0.00784
1710000000.46,0.0436,0.0438,9.801,-0.00048,0.00265,-0.00372
1710000000.47,0.0112,-0.0267,9.8348,0.01894,0.0204,0.00476
1710000000.48,0.0339,0.0415,9.8595,0.00595,0.00949,0.00088
1710000000.49,0.0034,-0.0079,9.8175,0.01471,-0.00395,-0.01127
1710000000.5,0.0145,-0.0366,9.7462,-0.00943,-0.00413,0.00686
1710000000.51,0.0316,-0.02,9.8154,-0.01578,-0.00565,-0.00811
1710000000.52,-0.0729,-0.0599,9.9406,0.01326,0.00652,0.02472
1710000000.53,-0.016,0.0995,9.8923,0.00348,0.0007,0.00439
1710000000.54,-0.0235,-0.0048,9.6613,0.01828,-0.01468,0.00511
1710000000.55,-0.0319,0.0322,9.8132,0.01125,0.00685,-0.01669
1710000000.56,-0.0138,-0.0268,9.8566,0.01068,0.00562,0.01952
1710000000.57,0.0747,-0.0526,9.8009,0.00456,6e-05,-0.01065
1710000000.58,-0.0433,-0.0117,9.787,-0.00857,0.00218,-0.0218
1710000000.59,0.0484,0.0551,9.7967,-0.01011,-0.00841,0.00175
1710000000.6,-0.0841,-0.026,9.8376,-0.02027,0.0151,-0.01987
1710000000.61,-0.0167,-0.0435,9.7526,-0.00524,-0.01454,0.00131
1710000000.62,0.0081,0.0078,9.8694,-0.0001,-0.00048,-0.00297
1710000000.63,0.0293,0.025,9.8072,-0.001,0.00022,-0.01817
1710000000.64,0.0356,0.0821,9.7632,0.00017,-0.00381,-0.00354
1710000000.65,0.0397,0.0177,9.8662,-0.02129,0.00066,0.00184
1710000000.66,-0.0174,0.0322,9.7327,0.00198,-0.00989,0.01241
1710000000.67,-0.0231,0.036,9.7822,0.01529,-0.0056,-0.00826
1710000000.68,0.0429,-0.0577,9.7814,-0.00796,-0.00969,0.01115
1710000000.69,-0.0096,-0.0482,9.9172,-0.01434,-0.0018,0.00949
1710000000.7,-0.0638,-0.0542,9.7757,-0.01574,0.0142,-0.00385
1710000000.71,-0.0567,-0.0666,9.7023,-0.00633,0.00524,-0.00707
1710000000.72,-0.046,0.0398,9.7809,-0.00377,-0.01266,-0.01063
1710000000.73,0.0249,0.0145,9.8328,0.00187,-0.00255,0.00175
1710000000.74,0.0071,0.004,9.8492,0.00768,-0.00028,-0.00581
1710000000.75,0.0345,-0.1296,9.9238,-0.00969,-0.00664,-0.00213
1710000000.76,-0.0214,0.1028,9.8803,-0.00522,-0.00455,0.00447
1710000000.77,0.0079,-0.0447,9.8194,-0.01645,0.01293,0.00888
1710000000.78,0.0313,0.1026,9.7654,0.00565,-0.01695,0.00149
1710000000.79,-0.0155,-0.0725,9.8912,-0.00396,0.00424,-0.00864
1710000000.8,0.0228,-0.0406,9.7916,-0.00247,-0.01814,-0.00893
1710000000.81,-0.0331,-0.1101,9.7771,0.01296,0.00295,-0.01242
1710000000.82,-0.0182,0.0181,9.7891,0.00094,-0.00862,0.01278
1710000000.83,-0.0191,-0.0551,9.7474,0.01682,0.00642,-0.00103
1710000000.84,-0.0598,-0.0537,9.7867,0.00735,0.01964,0.01011
1710000000.85,0.0243,-0.0686,9.7983,-0.00441,-0.00054,0.01475
1710000000.86,-0.0235,0.0389,9.8465,-0.01128,0.01334,-0.0125
1710000000.87,0.0006,0.0356,9.7906,-0.00172,0.00692,0.01864
1710000000.88,0.024,0.0906,9.7466,0.01008,0.0046,0.00913
1710000000.89,0.0223,-0.0343,9.7298,-0.01402,-0.01048,0.00808
1710000000.9,0.0333,0.0109,9.8205,-0.00617,0.0111,0.00787
1710000000.91,-0.0049,-0.0645,9.8136,-0.00843,0.00426,0.00966
1710000000.92,-0.0212,-0.0168,9.7823,-0.00433,-0.01041,0.00095
1710000000.93,-0.004,-0.0259,9.7866,0.00388,-0.00919,-0.01068
1710000000.94,-0.0844,0.0232,9.8294,0.00189,-0.00555,0.00102
1710000000.95,-0.0724,0.0509,9.8795,0.00169,-0.00867,-0.01581
1710000000.96,-0.0661,0.0496,9.771,-0.01402,-0.0014,-0.00962
1710000000.97,-0.0499,-0.0421,9.8144,0.00703,0.00576,-0.01056
1710000000.98,0.02,0.0499,9.8579,0.00991,-0.00224,-0.00551
1710000000.99,-0.0453,-0.0022,9.7712,-0.00245,0.00218,-0.00419
1710000001.0,-0.0189,-0.0162,9.8092,-0.009,-0.01244,-0.01919
1710000001.01,0.065,-0.0354,9.8081,0.00811,0.01042,-0.00753
1710000001.02,-0.0178,-0.028,9.7444,0.01334,0.0088,0.00036
1710000001.03,0.0369,0.0871,9.8184,0.00375,0.02096,-0.01529
1710000001.04,-0.0467,0.0154,9.8116,-0.00729,-0.01039,-0.00604
1710000001.05,-0.0103,0.0087,9.8378,-0.01063,-0.01154,0.00335
1710000001.06,-0.0475,-0.0131,9.7507,0.00565,-0.01318,-0.01923
1710000001.07,-0.017,0.1223,9.8105,-0.01566,0.01228,-0.00565
1710000001.08,0.042,0.0653,9.8791,-0.01397,-0.01403,0.00061
1710000001.09,-0.0864,-0.0361,9.9139,0.0021,-0.00442,0.01046
1710000001.1,0.0217,-0.0137,9.874,0.01569,-0.01578,0.01558
1710000001.11,0.0119,-0.0107,9.7511,0.01149,0.00077,0.00549
1710000001.12,-0.0297,0.0073,9.8326,0.0038,0.00222,0.01746
1710000001.13,-0.0723,-0.0351,9.7858,-0.02089,0.00464,0.02076
1710000001.14,0.0036,0.0219,9.8242,-0.02457,-0.00098,0.00472
1710000001.15,-0.0265,0.0726,9.7714,-0.00174,-0.01144,-0.00656
1710000001.16,0.0116,-0.0657,9.7243,0.01765,0.00508,-0.00233
1710000001.17,0.0011,-0.0564,9.7928,-0.00892,0.00062,3e-05
1710000001.18,0.0801,-0.0242,9.8461,0.00862,0.00049,0.00611
1710000001.19,-0.012,-0.0218,9.8244,0.00309,-0.00881,-0.01673
1710000001.2,-0.0512,0.0999,9.8301,-0.00574,0.00401,-0.003
1710000001.21,0.009,0.0501,9.8208,-0.00411,0.00832,0.00292
1710000001.22,0.011,0.0472,9.8302,-0.01684,-0.00836,0.00357
1710000001.23,0.068,-0.0132,9.8365,0.0044,-0.01348,-3e-05
1710000001.24,0.0418,-0.0143,9.7963,-0.00655,0.00748,-0.01146
1710000001.25,0.0178,-0.0726,9.8141,0.00849,-0.01797,-0.00033
1710000001.26,0.0732,0.0391,9.8972,-0.00225,-0.01004,-0.00929
1710000001.27,-0.0594,0.0246,9.8171,-0.00296,-0.00763,-0.01134
1710000001.28,-0.032,0.0643,9.8121,-0.02114,-0.00856,0.0178
1710000001.29,-0.0463,-0.0105,9.8151,0.00288,0.00734,-0.01866
1710000001.3,-0.0195,-0.0071,9.7991,0.00511,0.01155,0.00062
1710000001.31,-0.0688,0.0085,9.7882,0.01259,0.01003,0.00735
1710000001.32,0.0318,0.0446,9.8204,-0.00845,-0.00937,0.00948
1710000001.33,-0.0111,-0.0735,9.7847,0.00265,0.01491,0.00243
1710000001.34,-0.0735,0.0368,9.8027,0.004,-0.01284,-0.00081
1710000001.35,-0.0508,-0.001,9.7705,-0.01276,0.00245,0.01134
1710000001.36,0.0157,-0.0529,9.8154,-0.00626,0.00186,0.00017
1710000001.37,0.0419,-0.1042,9.8392,-0.01187,0.01515,0.01172
1710000001.38,0.0998,-0.0068,9.7994,-0.01103,0.00504,0.01234
1710000001.39,0.1457,0.0724,9.7096,-0.00396,0.0169,-0.00199
1710000001.4,0.0207,0.0837,9.8395,-0.00692,-0.0087,0.01269
1710000001.41,-0.0495,0.0178,9.816,-0.00017,0.00856,-0.01289
1710000001.42,-0.1066,0.0981,9.7603,0.00627,0.01139,0.00835
1710000001.43,0.0134,-0.0021,9.8487,0.00592,0.00545,-0.019
1710000001.44,-0.0406,0.0477,9.7401,0.00787,-0.00823,0.01111
1710000001.45,-0.0208,-0.0226,9.8623,-0.00266,-0.00272,0.02408
1710000001.46,-0.0306,-0.0257,9.8071,-0.00515,0.0063,0.00195
1710000001.47,-0.007,-0.0339,9.6966,-0.01231,0.00772,0.00259
1710000001.48,0.0533,-0.103,9.8189,0.007,-0.00956,0.01691
1710000001.49,0.0079,0.0644,9.7897,0.00976,-0.01136,-0.00086
1710000001.5,-0.0079,-0.0321,9.7822,0.01253,0.01273,-0.02506
1710000001.51,-0.0518,-0.0401,9.7731,0.00314,0.0099,0.00282
1710000001.52,-0.0837,-0.059,9.8036,-0.00467,0.01284,-0.00895
1710000001.53,-0.0243,-0.0102,9.7857,-0.01086,0.01837,-0.00126
1710000001.54,-0.0027,0.0882,9.7172,-0.0134,0.0016,-0.01081
1710000001.55,0.0884,0.1047,9.8736,-0.01962,-0.01549,0.01546
1710000001.56,0.0065,-0.083,9.7978,0.01028,0.01456,0.00493
1710000001.57,0.0491,-0.0177,9.7734,0.00382,-0.00133,-0.00373
1710000001.58,-0.025,-0.0517,9.7536,0.02336,0.01729,0.00602
1710000001.59,-0.0592,0.0494,9.8485,-0.00121,-0.00822,-0.00058
1710000001.6,-0.0483,0.0143,9.7451,0.00057,0.00975,0.01558
1710000001.61,-0.0363,-0.0318,9.8167,0.00362,-0.01043,0.0051
1710000001.62,0.1064,0.0036,9.7808,0.00598,0.01495,0.01453
1710000001.63,-0.0411,-0.0239,9.7837,-0.00675,-0.01538,-0.00581
1710000001.64,0.0419,0.0807,9.7548,-0.00042,0.00074,0.00221
1710000001.65,-0.0451,0.0273,9.779,0.00771,-0.00105,0.01079
1710000001.66,0.0466,0.0335,9.8104,0.0159,-0.00643,0.00234
1710000001.67,0.0192,-0.1333,9.8218,-0.00915,-0.0001,-0.02252
1710000001.68,-0.0078,-0.0033,9.7707,0.00195,-0.00741,-0.00244
1710000001.69,-0.002,0.1042,9.8055,0.00092,-0.00293,-0.00981
1710000001.7,-0.0327,0.0663,9.8544,-0.00277,0.00148,0.01247
1710000001.71,0.0223,-0.0924,9.7269,0.01011,-0.00854,0.0071
1710000001.72,-0.0227,-0.0157,9.8097,0.0228,-0.00105,0.01011
1710000001.73,-0.0613,-0.0601,9.7625,0.00366,0.00716,-0.00829
1710000001.74,-0.0639,0.0856,9.7574,-0.00781,-0.00891,-0.00869
1710000001.75,0.0086,0.0122,9.8231,-0.01426,0.00092,-0.01296
1710000001.76,0.079,-0.0384,9.7827,-0.00074,-0.01089,-0.00314
1710000001.77,0.008,0.0017,9.7492,0.00944,0.01629,-0.0009
1710000001.78,-0.0059,-0.1304,9.8762,-0.00208,0.00412,0.00978
1710000001.79,0.0143,-0.0542,9.856,0.00259,-0.01332,-0.00276
1710000001.8,0.0653,0.0018,9.7134,0.01954,0.01839,-0.00951
1710000001.81,0.011,0.0423,9.7363,0.00648,0.00362,0.00959
1710000001.82,-0.0205,-0.0971,9.8397,0.00057,-0.00874,-0.00965
1710000001.83,0.0553,-0.0191,9.7958,-0.01345,0.02445,0.01177
1710000001.84,0.0214,0.0505,9.885,0.00805,-0.00155,0.02636
1710000001.85,0.0768,-0.0726,9.8408,0.00558,-0.01611,-0.0048
1710000001.86,0.0092,0.0115,9.825,0.00826,0.0124,-0.02556
1710000001.87,-0.0612,0.0033,9.7589,-0.01253,0.00301,0.00201
1710000001.88,-0.0684,0.0857,9.8346,-0.00032,0.01364,0.00414
1710000001.89,0.0825,-0.0115,9.7462,0.0058,0.00129,-0.00038
1710000001.9,0.0862,-0.0086,9.8753,-0.01467,-0.00704,0.00929
1710000001.91,-0.009,0.0427,9.8311,0.00132,-0.01196,-0.0004
1710000001.92,-0.0192,-0.0663,9.7688,0.01086,-0.00777,-0.01007
1710000001.93,0.0731,-0.011,9.8502,-0.00642,-0.00697,-0.00912
1710000001.94,-0.0554,-0.0228,9.9221,0.01059,-0.01614,-0.00435
1710000001.95,-0.0447,-0.0069,9.7991,0.00027,-0.00768,-0.00257
1710000001.96,0.0322,0.0424,9.8375,0.00097,-0.00182,-0.00479
1710000001.97,-0.0197,0.0277,9.7884,0.00984,-0.003,-0.0007
1710000001.98,-0.0003,-0.0374,9.8143,-0.00683,-0.03213,-0.01141
1710000001.99,-0.0082,0.0068,9.7346,-0.01293,-0.01111,0.01784
1710000002.0,0.0169,0.0745,9.81,-0.00266,-0.0017,-0.00453
1710000002.01,0.0704,-0.0416,9.8122,0.00328,-0.00684,-0.01029
1710000002.02,0.0045,0.0073,9.8999,0.0035,0.00515,0.00274
1710000002.03,0.0322,-0.0097,9.7202,0.00316,-0.00587,-0.00541
1710000002.04,-0.1025,-0.0032,9.796,-0.00744,-0.00118,-0.00353
1710000002.05,-0.0024,-0.0815,9.8744,0.00475,0.00379,0.00235
1710000002.06,-0.0422,0.0705,9.7979,-0.00105,0.00966,0.00138
1710000002.07,-0.0609,-0.0387,9.8014,0.01527,0.00054,-0.01244
1710000002.08,-0.0439,0.0513,9.7683,0.00889,-0.01748,0.00664
1710000002.09,-0.0167,-0.0311,9.7634,0.00519,0.01378,-0.00125
1710000002.1,0.0458,-0.0313,9.7187,-0.00181,0.00991,-0.00552
1710000002.11,-0.0663,0.0607,9.7785,-0.00356,-0.01029,0.01521
1710000002.12,0.0015,0.0497,9.7605,-0.00227,0.00257,0.00524
1710000002.13,-0.0242,0.0104,9.8159,0.00275,-0.00938,-0.01051
1710000002.14,-0.0164,0.0381,9.7706,0.00979,-0.00524,-0.00573
1710000002.15,0.0501,-0.0144,9.786,-0.01466,0.00702,-0.00516
1710000002.16,0.0269,-0.0004,9.7874,-0.00501,0.00191,0.00917
1710000002.17,0.0669,-0.0331,9.8076,0.01247,0.00323,-0.00689
1710000002.18,-0.0077,0.0452,9.7836,-0.0057,0.00432,-0.00592
1710000002.19,-0.0348,-0.0347,9.7569,-0.00846,0.01401,-0.0107
1710000002.2,-0.0112,0.0743,9.8143,0.01068,0.00663,0.00759
1710000002.21,0.0121,-0.0158,9.8634,0.00502,0.00024,-0.00252
1710000002.22,0.0088,0.001,9.8164,0.00221,-0.00336,-0.01034
1710000002.23,-0.0542,0.0379,9.7795,0.0061,-0.00164,-0.01978
1710000002.24,0.0045,0.0012,9.8038,-0.00284,-0.00331,-0.00315
1710000002.25,0.0114,-0.0149,9.7075,0.00034,0.00084,-0.00809
1710000002.26,0.1259,-0.0015,9.803,0.00093,-0.01314,-0.00361
1710000002.27,0.0938,0.0447,9.79,-0.00325,0.00022,0.01131
1710000002.28,-0.0427,-0.0331,9.7633,-0.00331,0.01245,0.01496
1710000002.29,-0.0144,-0.0063,9.7724,-0.00878,0.0003,-0.00957
1710000002.3,-0.0732,0.0005,9.7895,-0.005,-0.00054,-0.0099
1710000002.31,-0.0295,0.0432,9.8596,-0.00439,-0.01716,0.00015
1710000002.32,0.0158,-0.005,9.8646,-0.01868,-0.01407,0.00622
1710000002.33,0.0603,0.0904,9.7636,0.00602,-0.01299,0.0083
1710000002.34,-0.0365,-0.0078,9.7841,0.00267,-0.00355,0.01628
1710000002.35,-0.0327,-0.0119,9.7854,0.01483,-0.00403,0.00124
1710000002.36,-0.1074,-0.0086,9.8505,-0.01318,-0.00511,-0.00136
1710000002.37,-0.0081,-0.0658,9.8173,-0.01014,0.00044,-0.00502
1710000002.38,-0.0531,-0.0518,9.8146,0.00935,0.01151,-0.00877
1710000002.39,-0.0265,-0.0265,9.8368,-0.0121,0.0063,0.00425
1710000002.4,-0.0438,0.0568,9.7802,-0.00048,0.01645,0.02098
1710000002.41,-0.0047,-0.0017,9.8782,-0.00246,-0.01619,0.0007
1710000002.42,-0.0879,-0.0242,9.8099,0.01531,0.0022,0.02018
1710000002.43,-0.0734,0.0613,9.7672,-0.00054,-0.00285,0.01266
1710000002.44,0.1065,0.0776,9.7985,-0.00057,0.00625,-0.02184
1710000002.45,-0.0644,0.0628,9.8716,0.00218,-0.00722,0.00668
1710000002.46,-0.0548,-0.0427,9.7887,-0.00863,0.00122,-0.02016
1710000002.47,0.0918,-0.0248,9.8575,-0.00511,-0.00478,0.00729
1710000002.48,0.1453,0.0907,9.7787,-0.01101,0.00419,-0.0053
1710000002.49,-0.0586,0.0121,9.7717,0.00647,0.01237,0.0008
1710000002.5,-0.0184,-0.0134,9.843,0.0069,-0.0202,-0.00804
1710000002.51,0.0171,0.0359,9.7663,-0.00847,-0.00407,0.00577
1710000002.52,0.0864,0.0504,9.8511,-0.00259,0.01711,0.0219
1710000002.53,-0.0493,-0.0286,9.8276,0.00158,0.00985,0.0248
1710000002.54,-0.0123,0.011,9.7663,-0.01387,0.00565,-0.0083
1710000002.55,0.0389,0.0463,9.8064,0.00533,-0.00864,-0.00072
1710000002.56,0.0217,-0.058,9.7826,-0.01071,-0.00747,0.01032
1710000002.57,-0.0188,0.0006,9.8274,-0.01693,0.00133,0.00178
1710000002.58,-0.0067,-0.0557,9.9044,0.00058,-0.00127,-0.00494
1710000002.59,-0.0687,-0.0492,9.7915,0.00604,-0.01162,0.00984
1710000002.6,-0.0119,-0.0282,9.8367,0.00898,-0.00483,-0.00404
1710000002.61,-0.0133,0.0239,9.8112,0.0046,0.02404,0.00394
1710000002.62,0.0116,-0.0161,9.8112,-0.00683,0.00409,0.00717
1710000002.63,-0.0278,-0.0324,9.8017,0.01848,-0.01549,0.00247
1710000002.64,0.0236,0.0026,9.7671,0.00063,0.01683,-0.00752
1710000002.65,0.0506,-0.0573,9.8268,-0.00927,-0.00598,0.00019
1710000002.66,0.0078,0.0214,9.7956,0.00967,0.01838,0.00683
1710000002.67,0.0176,0.0566,9.7648,0.0029,0.00946,-0.00261
1710000002.68,0.0027,-0.004,9.8607,0.02032,-0.0293,0.00315
1710000002.69,0.0,-0.0101,9.815,0.01547,-0.02087,0.00637
1710000002.7,-0.0361,0.0187,9.7986,-0.00397,-0.00027,0.00897
1710000002.71,0.0158,-0.1014,9.877,-0.01221,0.00455,-0.00077
1710000002.72,-0.0049,0.0268,9.7182,-0.00499,0.0061,-0.00745
1710000002.73,0.1047,0.1551,9.8736,-0.02315,0.01007,0.00402
1710000002.74,0.0787,-0.0061,9.766,0.00035,-0.0018,-0.00298
1710000002.75,0.0193,-0.006,9.8206,0.00982,-0.01481,-0.01097
1710000002.76,-0.0382,0.0372,9.7806,0.00024,-0.00389,-0.01446
1710000002.77,-0.0556,0.0823,9.7638,0.00479,-0.01932,0.00385
1710000002.78,0.0596,0.0487,9.8757,0.00772,-0.00354,-0.01367
1710000002.79,0.0131,-0.1078,9.9028,0.01494,0.01207,0.01396
1710000002.8,0.024,0.0282,9.7989,0.00166,0.0151,-0.00572
1710000002.81,-0.0872,0.1286,9.8268,-0.00218,-0.00486,-0.01647
1710000002.82,0.0464,0.0311,9.8128,-0.00571,0.00403,0.01574
1710000002.83,0.0227,-0.0577,9.8965,0.01603,-0.01393,-0.00154
1710000002.84,-0.0555,0.0141,9.7043,-0.00591,0.00935,0.00181
1710000002.85,-0.0236,-0.064,9.8289,0.01852,-0.00776,-0.00949
1710000002.86,0.0132,0.0616,9.7736,-0.0033,-0.00416,0.01168
1710000002.87,0.0026,-0.0478,9.6922,-0.00836,0.00657,-0.00214
1710000002.88,-0.0146,0.0037,9.792,0.00428,-0.00436,-0.02017
1710000002.89,-0.0052,-0.0429,9.9024,0.00246,0.00468,-0.00284
1710000002.9,-0.0126,-0.0273,9.7772,-0.01659,-0.00363,0.00624
1710000002.91,0.0076,0.0743,9.8495,0.00698,0.00416,-0.0079
1710000002.92,0.0736,0.0052,9.8699,-0.01841,-0.00011,-0.01455
1710000002.93,-0.1283,-0.028,9.8094,0.01814,0.01132,-0.00265
1710000002.94,-0.0118,-0.0573,9.816,-0.0142,-0.0077,0.01959
1710000002.95,0.0088,-0.0936,9.7242,0.00295,0.0075,0.01407
1710000002.96,0.0148,-0.0626,9.7742,0.00542,-0.00033,0.01284
1710000002.97,-0.0186,0.0056,9.8554,0.00963,0.0042,0.01035
1710000002.98,-0.0878,0.049,9.813,-0.01435,-0.00718,-0.00171
1710000002.99,0.0164,-0.028,9.8284,0.00522,0.01551,-0.00547
1710000003.0,0.0864,0.0785,9.8167,-0.0107,0.00506,0.00273
1710000003.01,-0.0767,-0.0359,9.9196,0.00251,-0.01269,0.0081
1710000003.02,0.0432,-0.0119,9.7885,-0.01937,0.00904,-0.01234
1710000003.03,-0.0164,-0.054,9.8903,0.00524,0.01951,-0.00208
1710000003.04,-0.0031,0.0495,9.8167,0.01307,-0.00967,0.01399
1710000003.05,-0.0526,0.1049,9.8947,-0.00284,-0.00962,0.00717
1710000003.06,-0.0167,-0.0881,9.7488,0.00093,0.0144,0.00991
1710000003.07,0.065,-0.0173,9.8192,0.00618,-0.00656,-0.02487
1710000003.08,0.0291,0.0632,9.7903,0.0034,0.00961,0.00269
1710000003.09,0.0866,-0.0723,9.817,-0.01599,0.0024,0.00113
1710000003.1,0.0589,0.0283,9.8711,-0.01221,-0.00458,-0.01198
1710000003.11,0.022,0.0611,9.8289,-0.00404,0.0005,0.00403
1710000003.12,0.0872,0.0039,9.871,0.00114,0.01116,0.01235
1710000003.13,0.0219,0.0275,9.7765,-0.00474,0.00437,-0.00279
1710000003.14,0.0414,0.088,9.7689,0.00097,-0.00968,0.00506
1710000003.15,-0.0148,0.0974,9.8108,0.01009,-0.00368,-0.00425
1710000003.16,0.0033,-0.0031,9.8081,-0.00361,0.0098,0.00354
1710000003.17,-0.0349,-0.0266,9.8007,-0.01103,0.01775,-0.01941
1710000003.18,0.0495,-0.046,9.7621,0.00498,0.00736,-0.00808
1710000003.19,-0.0589,0.0488,9.8699,0.01226,0.02407,-0.00751
1710000003.2,0.0391,-0.0686,9.7919,0.00287,-0.00219,-0.00229
1710000003.21,-0.0095,-0.0126,9.8813,-0.00467,0.00729,-0.01023
1710000003.22,0.0586,0.0051,9.8106,-0.00175,0.00318,0.00733
1710000003.23,0.0375,-0.0252,9.8424,-0.00481,0.01905,0.01246
1710000003.24,0.091,0.014,9.8379,0.00289,0.00056,0.00484
1710000003.25,0.0365,0.1282,9.7688,-0.02108,0.0115,0.00353
1710000003.26,-0.0786,-0.0061,9.8284,0.00096,-0.00075,0.0015
1710000003.27,-0.0033,-0.0218,9.9064,-0.00175,-0.00687,0.01202
1710000003.28,-0.0586,0.0508,9.8226,0.009,0.01766,-0.01198
1710000003.29,-0.0259,0.012,9.8551,-0.0142,-0.00122,-0.02185
1710000003.3,0.0756,0.072,9.8447,-0.01149,0.00194,-0.01273
1710000003.31,0.0319,0.0082,9.8254,0.00353,-0.00894,-0.00606
1710000003.32,-0.0349,-0.0124,9.8193,0.01302,0.00962,0.00152
1710000003.33,-0.0507,-0.0892,9.8374,-0.00144,-0.01262,0.00785
1710000003.34,0.0016,-0.081,9.8482,-0.00232,-0.01225,-0.00201
1710000003.35,-0.0608,-0.0918,9.7424,-0.00783,0.01189,-0.00808
1710000003.36,-0.0336,0.019,9.8224,0.00039,0.00071,-0.00112
1710000003.37,0.0156,-0.0681,9.8008,-0.00965,-0.00357,0.00941
1710000003.38,0.0578,0.0628,9.7904,-0.01328,-0.01127,-0.00202
1710000003.39,0.0304,0.0015,9.8748,0.00541,0.00553,-0.00543
1710000003.4,-0.1146,-0.0122,9.7733,-0.00871,0.00894,0.01008
1710000003.41,0.0152,-0.0422,9.7403,0.00667,0.00449,0.01962
1710000003.42,0.0036,0.0311,9.8498,-0.00063,-0.01746,0.00246
1710000003.43,0.0207,-0.0402,9.739,0.00978,0.01156,-0.00816
1710000003.44,0.0808,-0.0493,9.7136,-0.01084,0.00351,-0.00813
1710000003.45,-0.1032,0.0594,9.8554,0.00796,-0.00462,0.01629
1710000003.46,-0.0296,0.0177,9.8179,8e-05,0.0013,0.00743
1710000003.47,0.0295,-0.0117,9.8336,-0.01479,-0.01074,0.00427
1710000003.48,-0.0791,0.0321,9.7879,-0.0072,0.00625,0.00504
1710000003.49,0.0738,0.0004,9.7408,-0.0069,-0.00213,-0.00405
1710000003.5,0.0184,0.0192,9.7507,0.00393,0.00849,0.00818
1710000003.51,0.0423,-0.0408,9.7964,-0.00954,0.00455,0.01085
1710000003.52,-0.0285,0.1035,9.7464,-0.01233,0.00302,0.00184
1710000003.53,0.0407,-0.029,9.8254,-0.00404,0.00586,-0.00418
1710000003.54,0.0534,0.0778,9.7869,0.00923,0.00854,-0.00195
1710000003.55,0.0116,-0.0094,9.8193,0.00124,-0.01205,-0.00051
